episod,outcome,reward_total,time_s,kills,damage_taken,buff_count,boss_reached,boss_hp_min,level,hp_remaining,gems,camera_maxima,scene_path
260,fail,-517.8,17.8,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
261,fail,-514.5,14.5,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
262,fail,-514.6,14.6,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
263,fail,-510.7,10.7,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
264,,0.0,10.7,0,0,0,0,-1,0,0,0,A1 Goblini,res://Levels/Area01/01.tscn
265,fail,-508.4,8.4,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
266,fail,-523.4,23.4,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
267,fail,-509.0,9.0,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
268,fail,-515.1,15.1,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
269,fail,-515.4,15.4,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
270,truncated_room,-50.0,0.0,0,0,0,0,-1,0,0,0,Start,res://Levels/Area01/02.tscn
271,fail,-548.8,48.8,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
272,fail,-521.1,21.1,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
273,truncated_room,-50.0,0.0,0,0,0,0,-1,0,0,0,Start,res://Levels/Area01/02.tscn
274,fail,-540.0,40.0,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
275,fail,-512.4,12.4,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
276,fail,-537.0,37.0,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
277,fail,-520.6,20.6,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
278,,0.0,20.6,0,0,0,0,-1,0,0,0,A1 Goblini,res://Levels/Area01/01.tscn
279,fail,-514.2,14.2,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
280,fail,-517.7,17.7,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
281,fail,-543.9,43.9,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
282,fail,-510.1,10.1,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
283,fail,-532.7,32.7,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
284,fail,-521.2,21.2,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
285,fail,-512.4,12.4,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
286,,0.0,12.4,0,0,0,0,-1,0,0,0,A1 Goblini,res://Levels/Area01/01.tscn
287,fail,-509.5,9.5,0,6,0,0,-1,1,0,0,A1 Goblini,res://Levels/Area01/01.tscn
288,truncated_room,-50.0,0.0,0,0,0,0,-1,0,0,0,Start,res://Levels/Area01/02.tscn
